0;0
47.9;1
52;2
76.21;3
78.72;4
81.29;5
237.69;6
249.67;7
271.36;8
281.63;9
307.39;10
319.74;11
325.25;12
341.01;13
367.501;14
387.331;15
401.065;16
437.296;17
450.846;18
459.756;19
471.566;20
483.048;21
488.391;22
500.521;23
509.319;24
512.355;25
514.985;26
518;27
520.8;28
530.75;29
564.9;30
588.55;31
595.982;32
600.555;33
601.796;34
602.94;35
685.864;36
692.373;37
697.055;38
701.945;39
706.945;40
711.945;41
716.286;42
719.642;44.7566
741.4026;45.2686
760.5195;46.9086
761.9197;48.1797
794.4382;51.0396
833.0993;58.1679
847.9319;58.2286
882.9154;64.5753
918.5957;69.1466
933.9749;71.6366
971.667;75.9006
1003.5437;82.8856
1061.385;105.2134
1063.3917;105.7603
1072.1751;106.4678
1098.5503;109.0208
1121.1436;113.9371
1144.1032;115.5465
1216.5451;122.9386
1224.1919;124.6641
1227.3359;124.7432
1231.9189;125.4498
1242.1798;125.8614
1242.7351;126
